rxn_id,createdDate,updatedDate,abbreviation,description,formula,reversible,mcs,csecoida,notes,ref,ecnumber,metanetx,seed,keggId,rhea,miriam,keggorthology,cog,reconMap,reconMap3,organellemap,wikipedia,chodb_id,subsystem,massbalance,isHuman,isMicrobe,genename
9678,2018-05-31T16:06:56.524774Z,2019-01-29T08:45:26.696886Z,FGLU,Formimidoylglutamase,forglu[c] + h[c] + h2o[c] -> frmd[c] + glu_L[c] ,0,,,,,3.5.3.8,MNXR33152,rxn01639,,,http://identifiers.org/vmhreaction/FGLU,K01479,COG3741,,,,,,CoA synthesis,1,False,True,g.1744.peg.1005
11722,2018-05-31T16:06:56.524774Z,2019-02-01T14:53:42.619851Z,MOHMT, 3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob[c] + h2o[c] + mlthf[c] -> 2dhp[c] + thf[c] ,0,,,,,2.1.2.11,MNXR3626,rxn00912,,,http://identifiers.org/vmhreaction/MOHMT,K00606,COG0413,,,,,,CoA synthesis,1,False,True,480119.5.peg.673
10327,2018-05-31T16:06:56.524774Z,2019-02-01T14:36:44.174876Z,3MOBS,3-methyl-2-oxobutanoate synthase,3c3hmp[c] + coa[c] + h[c] <=> 3mob[c] + accoa[c] + h2o[c] ,1,,,,,"2.3.3.13,4.1.3.12",MNXR3135,rxn00902,,,http://identifiers.org/vmhreaction/3MOBS,K01649,COG0119,,,,,,"Valine, leucine, and isoleucine metabolism",1,False,True,480119.5.peg.564
12804,2018-05-31T16:06:56.524774Z,2019-02-01T15:00:44.492982Z,VALTA,Valine Transaminase,akg[c] + val_L[c] <=> 3mob[c] + glu_L[c] ,1,4.0,3A0000269,,"PMID:6933702,PMID:9165094","2.6.1.42, 2.6.1.6",MNXR96230,rxn00903,R01214,,http://identifiers.org/vmhreaction/VALTA,K00826,COG0115,VALTA,R_VALTA,,,VALTA,"Valine, leucine, and isoleucine metabolism",1,True,True,480119.5.peg.3276
20195,2018-05-31T16:06:56.524774Z,2019-01-29T08:54:18.684670Z,MMSAD5,"3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)",coa[c] + msa[c] + nadp[c] <=> h[c] + malcoa[c] + nadph[c] ,1,,,,,,MNXR8994,rxn00532,,,http://identifiers.org/vmhreaction/MMSAD5,,,,,,,,Arginine and Proline Metabolism,1,False,True,g.1744.peg.3065
12267,2018-05-31T16:06:56.524774Z,2019-02-01T14:40:43.646853Z,ASP1DC,Aspartate 1-Decarboxylase,asp_L[c] + h[c] -> ala_B[c] + co2[c] ,0,1.0,3A0000212,The E. coli enzyme contains a pyruvoyl group.,,"4.1.1.11, 4.1.1.15",MNXR96077,rxn00346,R00489,19500,http://identifiers.org/vmhreaction/ASP1DC,K01579 K01580,COG0076 COG0853,ASP1DC,R_ASP1DC,,,ASP1DC,Beta-Alanine metabolism,1,True,True,480119.5.peg.858
10079,2018-05-31T16:06:56.524774Z,2019-02-01T14:59:56.440995Z,TREpts,Trehalose transport via PEP:Pyr PTS,pep[c] + tre[e] -> pyr[c] + tre6p[c] ,0,,,,,2.7.1.69,MNXR5126,rxn02005,,,http://identifiers.org/vmhreaction/TREpts,K02817 K02818 K02819,COG2190 COG1264 COG1263,,,,,,"Transport, extracellular",1,False,True,g.1744.peg.1488
12495,2018-05-31T16:06:56.524774Z,2019-02-01T14:47:15.658153Z,GF6PTA,Glutamine-Fructose-6-Phosphate Transaminase,f6p[c] + gln_L[c] -> gam6p[c] + glu_L[c] ,0,4.0,3A0000269,,"PMID:10198162,PMID:11842094,PMID:1460020",2.6.1.16,MNXR100107,rxn00555,,,http://identifiers.org/vmhreaction/GF6PTA,K00820,COG0449,GF6PTA,R_GF6PTA,,,GF6PTA,Aminosugar metabolism,1,True,True,480119.5.peg.3699
12231,2018-05-31T16:06:56.524774Z,2019-02-01T14:39:17.825867Z,AGPAT181, 1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1odec11eg3p[c] + octeACP[c] -> ACP[c] + pa181[c] ,0,,,,,2.3.1.51,MNXR81588,rxn08089,,,http://identifiers.org/vmhreaction/AGPAT181,K00655,COG0204,,,,,,Glycerophospholipid metabolism,1,False,True,g.1744.peg.2717
12231,2018-05-31T16:06:56.524774Z,2019-02-01T14:39:17.825867Z,AGPAT181, 1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1odec11eg3p[c] + octeACP[c] -> ACP[c] + pa181[c] ,0,,,,,2.3.1.51,MNXR81588,rxn08089,,,http://identifiers.org/vmhreaction/AGPAT181,K00655,COG0204,,,,,,Glycerophospholipid metabolism,1,False,True,g.1744.peg.2992
14189,2018-05-31T16:06:56.524774Z,2019-02-01T15:00:43.680630Z,UTPATPT,Uridine triphosphate:AMP phosphotransferase,amp[c] + utp[c] <=> adp[c] + udp[c] ,1,,,,,2.7.4.10,MNXR73615,rxn00118,,,http://identifiers.org/vmhreaction/UTPATPT,K00944,,,,,,,Nucleotide interconversion,1,False,True,480119.5.peg.1080
12617,2018-05-31T16:06:56.524774Z,2019-02-01T14:54:16.823144Z,NDPK9,Nucleoside-Diphosphate Kinase (ATP:IDP),atp[c] + idp[c] <=> adp[c] + itp[c] ,1,4.0,3A0000269,NCD,,2.7.4.6,MNXR101941,rxn00515,R00722,30350,http://identifiers.org/vmhreaction/NDPK9,K00940,COG0105,,R_NDPK9,,,NDPK9,Nucleotide interconversion,1,True,True,g.1744.peg.3073
12898,2018-05-31T16:06:56.524774Z,2019-01-29T08:35:03.172236Z,ADNK1,Adenosine Kinase,adn[c] + atp[c] -> adp[c] + amp[c] + h[c] ,0,4.0,3A0000269,,,"2.7.1.20, 2.7.1.74",MNXR95456,rxn00134,R00185,20827,http://identifiers.org/vmhreaction/ADNK1,K00856 K00893 K15519,COG0524 COG1428,ADNK1,R_ADNK1,,,ADNK1,Nucleotide interconversion,1,True,True,g.1744.peg.3600
12222,2018-05-31T16:06:56.524774Z,2019-02-01T14:39:07.041658Z,ADSL2r,Adenylosuccinate lyase,25aics[c] <=> aicar[c] + fum[c] ,1,,,,,4.3.2.2,MNXR95494,rxn03136,,,http://identifiers.org/vmhreaction/ADSL2r,K01756,COG0015,,,,,,Purine synthesis,1,False,True,480119.5.peg.2767
12223,2018-05-31T16:06:56.524774Z,2019-02-01T14:39:08.243191Z,ADSS,Adenylosuccinate Synthase,asp_L[c] + gtp[c] + imp[c] -> dcamp[c] + gdp[c] + 2.0 h[c] + pi[c] ,0,2.0,3A0000134,r0277,PMID:1592113,6.3.4.4,MNXR95495,rxn00838,R01135,15756,http://identifiers.org/vmhreaction/ADSS,K01939,COG0104,ADSS,R_ADSS,,,ADSS,Nucleotide interconversion,1,True,True,480119.5.peg.1281
20236,2018-05-31T16:06:56.524774Z,2019-01-29T09:03:53.573967Z,URAt2,Uracil transport in via proton symport,h[e] + ura[e] -> h[c] + ura[c] ,0,,,,,,,,,,http://identifiers.org/vmhreaction/URAt2,,,,,,,,"Transport, extracellular",1,False,True,g.1744.peg.458
20236,2018-05-31T16:06:56.524774Z,2019-01-29T09:03:53.573967Z,URAt2,Uracil transport in via proton symport,h[e] + ura[e] -> h[c] + ura[c] ,0,,,,,,,,,,http://identifiers.org/vmhreaction/URAt2,,,,,,,,"Transport, extracellular",1,False,True,g.1744.peg.783
